Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts,PPts
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,5.0,14.0,8.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,150.0,5100.0,running,0.0,155.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,6.0,8.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,150.0,4850.0,running,0.0,150.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,7.0,9.0,7.0,Dave Rezendes,Exide Batteries (Geoffrey Bodine),Ford,149.0,3650.0,running,0.0,146.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,8.0,3.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,149.0,3700.0,running,0.0,142.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,9.0,10.0,52.0,Ron Esau,AC Delco (Ken Schrader),Chevrolet,149.0,3050.0,running,0.0,138.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,10.0,19.0,74.0,Gary Collins,Mesa Marin Raceway (Marion Collins),Chevrolet,149.0,3250.0,running,0.0,134.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,11.0,20.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,148.0,3450.0,running,0.0,130.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,12.0,1.0,83.0,Steve Portenga,Coffee Critic (Linda Mountanos),Chevrolet,148.0,3150.0,running,0.0,127.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,13.0,18.0,14.0,John Kinder,Stroppe Motorsports (Bill Stroppe),Ford,148.0,2850.0,running,0.0,124.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,14.0,13.0,24.0,Scott Lagasse,DuPont Automotive Finishes (Rick Hendrick),Chevrolet,148.0,3300.0,running,0.0,121.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,15.0,5.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,148.0,3425.0,running,0.0,118.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,16.0,15.0,89.0,Troy Beebe,NASCAR SuperTruck Magazine / Truckin America (John Redding),Chevrolet,148.0,3200.0,running,0.0,115.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,17.0,24.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,147.0,3100.0,running,0.0,112.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,18.0,12.0,21.0,Tobey Butler,Ortho Lawn & Garden Care (Jim Venable),Ford,147.0,3000.0,running,0.0,109.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,19.0,22.0,51.0,Kerry Teague,Rosenblum Motorsports (Jim Rosenblum),Chevrolet,147.0,2900.0,running,0.0,106.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,20.0,21.0,29.0,Bob Keselowski,Winnebago (Ron Keselowski),Dodge,147.0,3000.0,running,0.0,103.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,21.0,26.0,99.0,Gary Herrin,Hathaway Meats (Richard Balestrieri),Chevrolet,146.0,2075.0,running,0.0,100.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,22.0,25.0,81.0,Jerry Glanville,Glanville Motorsports (Jerry Glanville),Ford,145.0,2150.0,running,0.0,97.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,23.0,7.0,31.0,Jack Sprague,Performance Race Cars (Bruce Griffin),Chevrolet,145.0,2400.0,running,0.0,94.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,24.0,23.0,10.0,Dennis Wooldridge,Made For You / Circular (Alex Decuir),Chevrolet,143.0,1850.0,running,0.0,91.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,25.0,27.0,11.0,Mike Hurlbert,Bud Light (Mike Hurlbert),Ford,143.0,1950.0,running,0.0,88.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,26.0,28.0,88.0,Jerry Churchill,Churchill Motorsports (Jerry Churchill),Ford,76.0,2150.0,engine,0.0,85.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,27.0,16.0,87.0,John Nemechek,Burger King (Joe Nemechek),Chevrolet,59.0,1550.0,engine,0.0,82.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,28.0,17.0,20.0,Walker Evans,Barbary Coast (Walker Evans),Dodge,17.0,1925.0,engine,0.0,79.0,
1995,6,Evergreen,Evergreen Speedway,0.646,paved track,29.0,29.0,23.0,T.J. Clark,ASE Certified / American Racing Wheels (T.J. Clark),Ford,0.0,1425.0,engine,0.0,76.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,1.0,3.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,200.0,21200.0,running,133.0,180.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,2.0,22.0,7.0,Dave Rezendes,Exide Batteries (Geoffrey Bodine),Ford,200.0,13950.0,running,0.0,170.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,3.0,2.0,98.0,Butch Miller,Raybestos Brakes / Red Carpet Lease (Jim Herrick),Ford,200.0,8500.0,running,0.0,165.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,4.0,4.0,84.0,Joe Ruttman,Irvan-Simo Racing (Mark Simo),Ford,200.0,6650.0,running,35.0,160.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,5.0,20.0,83.0,Steve Portenga,Coffee Critic (Linda Mountanos),Chevrolet,200.0,6070.0,running,0.0,155.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,6.0,6.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,200.0,4950.0,running,10.0,150.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,7.0,7.0,31.0,Jack Sprague,Motorsports Design (Bruce Griffin),Chevrolet,200.0,3675.0,running,0.0,146.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,8.0,5.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,200.0,3550.0,running,0.0,142.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,9.0,11.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,199.0,3450.0,running,0.0,138.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,10.0,14.0,29.0,Bob Keselowski,Winnebago (Ron Keselowski),Dodge,198.0,3875.0,running,0.0,134.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,11.0,10.0,21.0,Tobey Butler,Ortho Lawn & Garden Care (Jim Venable),Ford,197.0,3400.0,running,0.0,130.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,12.0,9.0,24.0,Scott Lagasse,DuPont Refinishes (Rick Hendrick),Chevrolet,197.0,3350.0,running,0.0,127.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,13.0,13.0,8.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,196.0,3300.0,running,0.0,124.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,14.0,1.0,16.0,"Ron Hornaday, Jr.","Papa John's Pizza (Dale Earnhardt, Inc.)",Chevrolet,194.0,3250.0,running,22.0,121.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,15.0,24.0,88.0,Randy Churchill,Churchill Transportation (Jerry Churchill),Ford,194.0,2875.0,running,0.0,118.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,16.0,18.0,11.0,Mike Hurlbert,Bud Light (Mike Hurlbert),Ford,191.0,2625.0,running,0.0,115.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,17.0,15.0,51.0,Kerry Teague,Tanner Racing (Jim Rosenblum),Chevrolet,189.0,3100.0,running,0.0,112.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,18.0,23.0,54.0,Steve McEachern,McEachern Racing (Steve McEachern),Chevrolet,185.0,2525.0,running,0.0,109.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,19.0,19.0,14.0,John Kinder,Stroppe Motorsports (Bill Stroppe),Ford,139.0,2500.0,crash,0.0,106.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,20.0,8.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,139.0,2875.0,engine,0.0,103.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,21.0,25.0,64.0,Michael Dokken,Dokken Racing (Wayne Dokken),Chevrolet,120.0,2100.0,engine,0.0,100.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,22.0,17.0,20.0,Walker Evans,Walker Evans Racing (Walker Evans),Dodge,111.0,2400.0,engine,0.0,97.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,23.0,21.0,87.0,John Nemechek,Burger King (Joe Nemechek),Chevrolet,106.0,1650.0,oil leak,0.0,94.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,24.0,12.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,45.0,2000.0,crash,0.0,91.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,25.0,16.0,81.0,Jerry Glanville,Frickers (Jerry Glanville),Ford,45.0,1950.0,crash,0.0,88.0,
1995,7,I-70,I-70 Speedway,0.5,paved track,26.0,26.0,26.0,Ron Esau,Barbary Coast (Walker Evans),Dodge,11.0,1400.0,handling,0.0,85.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,1.0,4.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,200.0,22200.0,running,92.0,180.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,2.0,3.0,84.0,Joe Ruttman,Irvan-Simo Racing (Mark Simo),Ford,200.0,17300.0,running,47.0,170.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,3.0,10.0,98.0,Butch Miller,Raybestos Brakes / Red Carpet Lease (Jim Herrick),Ford,200.0,8500.0,running,0.0,165.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,4.0,2.0,21.0,Tobey Butler,Ortho Lawn & Garden Care (Jim Venable),Ford,200.0,7550.0,running,56.0,160.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,5.0,17.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,200.0,4750.0,running,2.0,155.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,6.0,11.0,83.0,Steve Portenga,Coffee Critic (Linda Mountanos),Chevrolet,200.0,4150.0,running,0.0,150.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,7.0,6.0,8.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,200.0,4100.0,running,0.0,146.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,8.0,15.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,200.0,3550.0,running,0.0,142.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,9.0,1.0,31.0,Jack Sprague,Performance Race Cars (Bruce Griffin),Chevrolet,199.0,3625.0,running,3.0,138.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,10.0,14.0,88.0,Randy Churchill,Churchill Motorsports (Jerry Churchill),Ford,199.0,3350.0,running,0.0,134.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,11.0,13.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,197.0,3450.0,running,0.0,130.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,12.0,9.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,197.0,3400.0,running,0.0,127.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,13.0,24.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,196.0,3350.0,running,0.0,124.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,14.0,20.0,81.0,Jerry Glanville,Race Fans Unlimited (Jerry Glanville),Ford,194.0,3300.0,running,0.0,121.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,15.0,12.0,7.0,Dave Rezendes,Exide Batteries (Geoffrey Bodine),Ford,192.0,3250.0,running,0.0,118.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,16.0,7.0,16.0,"Ron Hornaday, Jr.","Papa John's Pizza (Dale Earnhardt, Inc.)",Chevrolet,191.0,3475.0,running,0.0,115.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,17.0,18.0,14.0,John Kinder,Stroppe Motorsports (Bill Stroppe),Ford,189.0,3100.0,running,0.0,112.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,18.0,21.0,34.0,Bob Brevak,Scaffidi Mack / Mid-State Hydraulic (Bob Brevak),Ford,187.0,2500.0,running,0.0,109.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,19.0,8.0,29.0,Bob Keselowski,Winnebago / Mopar (Ron Keselowski),Dodge,121.0,2900.0,oil leak,0.0,106.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,20.0,22.0,11.0,Mike Hurlbert,Bud Light (Mike Hurlbert),Ford,115.0,2800.0,engine,0.0,103.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,21.0,5.0,24.0,Scott Lagasse,DuPont Automotive Finishes (Rick Hendrick),Chevrolet,111.0,2700.0,radiator,0.0,100.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,22.0,19.0,87.0,John Nemechek,Burger King (Joe Nemechek),Chevrolet,88.0,2600.0,overheating,0.0,97.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,23.0,16.0,65.0,Frank Kimmel,ONSAT / TV Plus (Kenny Allen),Chevrolet,14.0,2000.0,engine,0.0,94.0,
1995,8,Louisville,Louisville Motor Speedway,0.438,paved track,24.0,23.0,0.0,Frank Davis,Intl. Brotherhood of Teamsters (Thee Dixon),Ford,4.0,1900.0,axle,0.0,91.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,1.0,3.0,84.0,Joe Ruttman,Irvan-Simo Racing (Mark Simo),Ford,150.0,28550.0,running,8.0,180.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,2.0,9.0,7.0,Geoffrey Bodine,Exide Batteries (Geoffrey Bodine),Ford,150.0,12000.0,running,0.0,170.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,3.0,7.0,98.0,Butch Miller,Raybestos Brakes / Red Carpet Lease (Jim Herrick),Ford,150.0,8000.0,running,31.0,165.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,4.0,2.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,150.0,6040.0,running,66.0,160.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,5.0,16.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,150.0,4800.0,running,0.0,155.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,6.0,11.0,31.0,Jack Sprague,Performance Race Cars (Bruce Griffin),Chevrolet,150.0,4150.0,running,0.0,150.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,7.0,18.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,150.0,3525.0,running,0.0,146.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,8.0,17.0,24.0,Scott Lagasse,DuPont Automotive Finishes (Rick Hendrick),Chevrolet,150.0,3300.0,running,0.0,142.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,9.0,8.0,16.0,"Ron Hornaday, Jr.","Papa John's Pizza (Dale Earnhardt, Inc.)",Chevrolet,150.0,3350.0,running,0.0,138.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,10.0,19.0,29.0,Bob Keselowski,Winnebago / Mopar Performance (Ron Keselowski),Dodge,149.0,3550.0,running,0.0,134.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,11.0,6.0,21.0,Tobey Butler,Ortho Lawn & Garden Care (Jim Venable),Ford,149.0,3150.0,running,0.0,130.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,12.0,13.0,20.0,Walker Evans,Walker Evans Racing (Walker Evans),Dodge,147.0,3100.0,running,0.0,127.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,13.0,20.0,51.0,Kerry Teague,Pro Cal (Jim Rosenblum),Chevrolet,146.0,3050.0,running,0.0,124.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,14.0,12.0,2.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,146.0,3000.0,running,0.0,121.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,15.0,21.0,55.0,Randy Churchill,Landair Transport (Jerry Churchill),Ford,145.0,2875.0,running,0.0,118.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,16.0,10.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,145.0,2900.0,running,0.0,115.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,17.0,26.0,65.0,Kirk Shelmerdine,ONSAT / TV Plus (Kenny Allen),Chevrolet,145.0,2600.0,running,0.0,112.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,18.0,23.0,34.0,Bob Brevak,Scaffidi Mack (Bob Brevak),Ford,142.0,2525.0,running,0.0,109.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,19.0,24.0,88.0,Jerry Churchill,Churchill Motorsports (Jerry Churchill),Ford,139.0,2750.0,running,0.0,106.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,20.0,1.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,139.0,2650.0,running,0.0,103.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,21.0,25.0,23.0,T.J. Clark,ASE / American Racing Wheels (T.J. Clark),Ford,135.0,2225.0,running,0.0,100.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,22.0,14.0,81.0,Jerry Glanville,Race Fans Unlimited (Jerry Glanville),Ford,120.0,2150.0,running,0.0,97.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,23.0,5.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,107.0,1900.0,running,0.0,94.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,24.0,15.0,83.0,Steve Portenga,Mission / The Coffee Critic (Linda Mountanos),Chevrolet,95.0,1750.0,running,0.0,91.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,25.0,4.0,30.0,Jimmy Hensley,Taylor Togs (Grier Lackey),Dodge,46.0,1475.0,rocker arm,45.0,88.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,26.0,22.0,54.0,Steve McEachern,McEachern Racing (Steve McEachern),Chevrolet,41.0,1450.0,crash,0.0,85.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,27.0,29.0,62.0,Mike Chase,Total Petroleum (Marshall Chesrown),Chevrolet,4.0,1425.0,engine,0.0,82.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,28.0,28.0,15.0,Tim Nooner,Nooner Racing (Tim Nooner),Ford,3.0,1400.0,engine,0.0,79.0,
1995,9,Bristol,Bristol International Raceway,0.533,paved track,29.0,27.0,87.0,John Nemechek,Burger King (Joe Nemechek),Chevrolet,3.0,1625.0,engine,0.0,76.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,1.0,1.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,125.0,21200.0,running,56.0,180.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,2.0,2.0,30.0,Dennis Setzer,Taylor Togs (Grier Lackey),Dodge,125.0,10800.0,running,27.0,170.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,3.0,3.0,16.0,"Ron Hornaday, Jr.","Papa John's Pizza (Dale Earnhardt, Inc.)",Chevrolet,125.0,10800.0,running,35.0,165.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,4.0,5.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,125.0,7050.0,running,0.0,160.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,5.0,15.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,125.0,5400.0,running,0.0,155.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,6.0,4.0,84.0,Joe Ruttman,Irvan-Simo Racing (Mark Simo),Ford,125.0,4000.0,running,0.0,150.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,7.0,12.0,18.0,"Johnny Benson, Jr.",Performance Friction (Kurt Roehrig),Chevrolet,125.0,3675.0,running,0.0,146.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,8.0,16.0,7.0,Dave Rezendes,Exide Batteries (Geoffrey Bodine),Ford,125.0,3050.0,running,0.0,142.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,9.0,6.0,31.0,Jack Sprague,Motorsports Design (Bruce Griffin),Chevrolet,125.0,3600.0,running,0.0,138.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,10.0,9.0,43.0,Rodney Combs,Comfrey Corner / U.S. Bobsled Team (Petty Enterprises),Chevrolet,125.0,3200.0,running,0.0,134.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,11.0,11.0,37.0,Bob Strait,Target Expediting (Jim Spicuzza),Ford,125.0,3400.0,running,0.0,130.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,12.0,18.0,38.0,Sammy Swindell,Channellock Tools (Brad Akins / Bob Sutton),Ford,125.0,3350.0,running,0.0,127.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,13.0,8.0,2.0,Mike Bliss,Ultra Custom Wheels (Jim Smith),Ford,125.0,3300.0,running,0.0,124.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,14.0,13.0,24.0,Scott Lagasse,DuPont Refinishes (Rick Hendrick),Chevrolet,125.0,3250.0,running,0.0,121.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,15.0,27.0,65.0,Kenny Allen,ONSAT / TV Plus (Kenny Allen),Chevrolet,125.0,2875.0,running,0.0,118.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,16.0,21.0,20.0,Walker Evans,Barbary Coast (Walker Evans),Dodge,125.0,3125.0,running,0.0,115.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,17.0,20.0,87.0,John Nemechek,Burger King (Joe Nemechek),Chevrolet,124.0,3100.0,running,0.0,112.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,18.0,7.0,98.0,Butch Miller,Raybestos (Jim Herrick),Ford,123.0,3025.0,running,0.0,109.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,19.0,25.0,23.0,T.J. Clark,ASE / MTX (T.J. Clark),Ford,123.0,2500.0,running,0.0,106.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,20.0,14.0,83.0,Steve Portenga,Coffee Critic / Mission Uniform & Linen (Linda Mountanos),Chevrolet,123.0,3050.0,running,0.0,103.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,21.0,24.0,81.0,Jerry Glanville,Frickers (Jerry Glanville),Ford,122.0,2800.0,running,0.0,100.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,22.0,26.0,26.0,Tony Roper,Mittler Brothers Machine & Tool (Mike Mittler),Ford,120.0,2200.0,running,0.0,97.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,23.0,10.0,1.0,P.J. Jones,Sears DieHard (Scoop Vessels),Chevrolet,109.0,2600.0,overheating,7.0,94.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,24.0,22.0,34.0,Bob Brevak,Scaffidi Mack (Bob Brevak),Ford,99.0,2000.0,running,0.0,91.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,25.0,19.0,29.0,Bob Keselowski,Winnebago (Ron Keselowski),Dodge,78.0,2400.0,rear end,0.0,88.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,26.0,23.0,14.0,John Kinder,Stroppe Motorsports (Bill Stroppe),Ford,77.0,1800.0,suspension,0.0,85.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,27.0,28.0,51.0,Kerry Teague,Teamsters Local 71 (Jim Rosenblum),Chevrolet,63.0,2200.0,brakes,0.0,82.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,28.0,17.0,21.0,Tobey Butler,Ortho Lawn & Garden Care (Jim Venable),Ford,63.0,2100.0,handling,0.0,79.0,
1995,10,Milwaukee,Milwaukee Mile,1.0,paved track,29.0,29.0,28.0,Ron Esau,Barbary Coast (Walker Evans),Dodge,11.0,1500.0,suspension,0.0,76.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,1.0,4.0,98.0,Butch Miller,Raybestos Brakes / Red Carpet Lease (Jim Herrick),Ford,200.0,25050.0,running,30.0,180.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,2.0,8.0,3.0,Mike Skinner,GM Goodwrench Service (Richard Childress),Chevrolet,200.0,14400.0,running,0.0,170.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,3.0,1.0,16.0,"Ron Hornaday, Jr.","Papa John's Pizza (Dale Earnhardt, Inc.)",Chevrolet,200.0,13100.0,running,170.0,165.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,4.0,5.0,75.0,Bill Sedgwick,Spears Manufacturing (Wayne Spears),Chevrolet,200.0,6500.0,running,0.0,160.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,5.0,15.0,7.0,Dave Rezendes,Exide Batteries (Geoffrey Bodine),Ford,200.0,5750.0,running,0.0,155.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,6.0,9.0,84.0,Joe Ruttman,MAC Tools (Mark Simo),Ford,200.0,4000.0,running,0.0,150.0,
1995,11,Colorado,Colorado National Speedway,0.375,paved track,7.0,11.0,6.0,Rick Carelli,Total Petroleum (Marshall Chesrown),Chevrolet,200.0,3975.0,running,0.0,146.0,
